index,label,set
5018,0,train
7976,3,train
25446,0,train
16482,0,train
20972,0,train
26756,2,train
17639,1,train
26796,0,train
20206,1,train
12312,0,train
10895,2,train
22070,3,train
24932,1,train
12933,0,train
15288,1,train
14854,2,train
14351,4,train
14490,2,train
6966,1,train
28893,2,train
6378,4,train
12630,0,train
1586,4,train
15287,1,train
20761,1,train
26014,0,train
3368,4,train
24044,4,train
12579,1,train
6706,2,train
2081,3,train
5219,3,train
10053,1,train
7511,3,train
29518,1,train
22980,4,train
234,3,train
21429,2,train
8013,3,train
2503,2,train
23721,3,train
14435,2,train
6143,4,train
4526,3,train
29452,0,train
21364,4,train
21932,2,train
6129,0,train
13998,3,train
19581,3,train
13136,4,train
25069,4,train
917,4,train
3290,1,train
26988,2,train
3741,3,train
377,2,train
6990,1,train
9005,3,train
18696,3,train
5508,3,train
6421,0,train
9505,2,train
21124,0,train
4354,2,train
9090,3,train
23659,3,train
9929,3,train
14986,1,train
4544,3,train
3942,3,train
18252,1,train
19216,1,train
9621,3,train
29494,4,train
21777,1,train
23966,1,train
29084,3,train
25141,1,train
22795,3,train
6389,1,train
17007,4,train
6643,0,train
19344,2,train
27217,2,train
14420,4,train
29723,3,train
17052,1,train
5826,4,train
13869,2,train
9829,3,train
6662,3,train
12630,0,train
653,0,train
26907,2,train
21568,0,train
9082,4,train
1736,4,train
27936,3,train
16920,2,train
15834,3,train
29891,2,train
17848,2,train
16089,2,train
17453,4,train
7745,0,train
12607,4,train
18597,0,train
15577,4,train
11554,0,train
16283,3,train
14894,3,train
7243,0,train
14500,4,train
11218,0,train
3914,1,train
9863,1,train
1361,2,train
9131,3,train
24242,0,train
14612,4,train
26244,2,train
4548,2,train
25311,1,train
10314,3,train
28566,4,train
23211,3,train
15038,3,train
11419,2,train
12801,0,train
29404,4,train
21429,2,train
23612,0,train
11286,4,train
28006,0,train
5501,1,train
23771,0,train
14002,3,train
5633,0,train
8969,4,train
11408,1,train
19399,2,train
8806,3,train
28275,1,train
18310,0,train
27177,2,train
26826,4,train
28032,1,train
27099,3,train
4546,1,train
24026,4,train
23287,4,train
20086,4,train
2977,0,train
25210,4,train
26648,3,train
27380,3,train
20485,0,train
13922,4,train
15136,1,train
26683,2,train
14963,0,train
12490,3,train
27078,4,train
27271,4,train
18296,2,train
15914,2,train
29535,2,train
9201,0,train
11929,1,train
7258,2,train
7627,2,train
11579,2,train
19738,0,train
28494,2,train
14396,3,train
8379,4,train
6388,4,train
2500,2,train
28382,0,train
131,3,train
4714,0,train
15358,0,train
6354,2,train
19041,2,train
109,3,train
11603,1,train
7108,0,train
12320,3,train
15908,0,train
22893,0,train
1660,1,train
1030,2,train
3874,3,train
2,3,train
12739,0,train
20775,2,train
23157,2,train
14099,3,train
10295,2,train
18997,1,train
18418,2,train
18740,3,train
11410,1,train
25132,3,train
22753,4,train
24524,1,train
6775,1,train
13914,3,train
29165,3,train
29678,0,train
9642,0,train
23897,2,train
15187,3,train
15546,4,train
4351,4,train
29859,1,train
15023,3,train
23294,2,train
12400,1,train
5081,4,train
9468,0,train
28900,0,train
14250,4,train
21983,3,train
17976,1,train
29421,3,train
7203,0,train
3350,4,train
19802,4,train
10188,1,train
10080,2,train
25717,4,train
20457,0,train
3091,2,train
8434,4,train
17826,2,train
17312,4,train
12217,0,train
28799,4,train
26483,3,train
15533,0,train
27114,2,train
28883,1,train
24993,0,train
26056,1,train
18631,1,train
26243,2,train
28804,3,train
9531,0,train
18591,2,train
5198,0,train
15808,1,train
29335,4,train
16,2,train
9649,4,train
7983,2,train
13840,1,train
28348,2,train
4970,3,train
12589,1,train
19838,1,train
13090,3,train
3494,3,train
16255,3,train
23264,2,train
13684,1,train
29108,4,train
11124,2,train
8813,2,train
19894,1,train
29422,0,train
24254,1,train
22947,3,train
19878,0,train
22482,0,train
29201,0,train
4466,4,train
762,0,train
10838,0,train
9916,3,train
15426,0,train
12288,2,train
21023,0,train
967,3,train
14600,4,train
15689,0,train
21792,4,train
22997,3,train
24000,3,train
897,0,train
26571,2,train
2448,0,train
27538,3,train
2196,4,train
5988,1,train
12953,4,train
17775,0,train
24338,1,train
24865,2,train
23274,1,train
809,2,train
15937,3,train
712,3,train
29494,4,train
4983,4,train
5097,3,train
13800,1,train
28027,3,train
