index,label,set
15657,1,train
683,1,train
11042,0,train
18406,3,train
5914,0,train
22865,2,train
24845,0,train
19448,3,train
15275,0,train
5889,2,train
8623,1,train
29767,0,train
4661,4,train
6420,1,train
15827,1,train
28053,4,train
6914,0,train
27227,3,train
3657,3,train
21349,1,train
23659,3,train
20612,2,train
21587,0,train
10574,3,train
25192,0,train
16226,4,train
26841,3,train
3435,1,train
2373,1,train
18499,4,train
17728,1,train
11881,3,train
17241,2,train
22802,1,train
20648,4,train
13975,1,train
4694,4,train
12465,2,train
25839,0,train
3714,0,train
10641,4,train
6999,4,train
18515,4,train
16468,1,train
27909,2,train
4426,0,train
24157,1,train
17046,0,train
12521,0,train
5493,1,train
5829,4,train
28092,1,train
13968,0,train
8204,1,train
28777,1,train
3057,2,train
1218,3,train
952,3,train
24702,2,train
10848,0,train
24058,1,train
9113,3,train
27863,3,train
16953,2,train
17651,3,train
6644,0,train
7719,3,train
5920,2,train
2965,3,train
6516,0,train
5618,2,train
1454,0,train
11293,2,train
24690,3,train
24712,1,train
13556,0,train
20830,0,train
27634,2,train
20268,4,train
29203,4,train
19485,0,train
5166,2,train
353,1,train
22847,0,train
25287,4,train
3628,3,train
20133,0,train
27498,1,train
16365,0,train
29093,0,train
10393,2,train
28292,1,train
18546,1,train
7547,2,train
4266,1,train
29326,3,train
20085,3,train
979,0,train
24215,4,train
27020,3,train
24533,1,train
16761,1,train
11606,3,train
17438,2,train
7274,2,train
20996,2,train
3183,1,train
29585,2,train
22208,3,train
1370,3,train
15843,2,train
2537,3,train
6870,2,train
1979,4,train
18221,3,train
12335,3,train
1568,2,train
29033,1,train
9223,1,train
28637,3,train
1432,0,train
8713,1,train
4940,0,train
10848,0,train
11274,1,train
3265,2,train
9678,4,train
14840,4,train
13374,1,train
15967,2,train
898,4,train
8683,0,train
260,2,train
3429,2,train
20684,4,train
23694,0,train
24439,4,train
28604,2,train
26898,2,train
15005,1,train
26511,2,train
10914,3,train
13032,3,train
22585,0,train
14090,0,train
5308,1,train
1535,4,train
3430,0,train
1031,1,train
167,3,train
14382,4,train
26499,3,train
25490,1,train
7326,0,train
8371,1,train
22263,1,train
5506,2,train
23545,2,train
22905,2,train
28084,2,train
5419,4,train
20977,4,train
1750,0,train
12080,0,train
25752,3,train
382,1,train
1017,4,train
2712,0,train
26221,3,train
17383,4,train
23871,1,train
5641,1,train
1386,2,train
23381,0,train
27801,4,train
342,4,train
14468,3,train
23930,4,train
2582,0,train
15397,3,train
18736,3,train
9291,0,train
29040,0,train
22610,4,train
20375,0,train
8547,2,train
5606,3,train
17477,0,train
13408,3,train
7092,0,train
16013,0,train
17256,4,train
4389,3,train
7872,1,train
19525,1,train
19059,0,train
10341,2,train
5772,3,train
20608,1,train
28959,1,train
18725,2,train
12704,1,train
4634,1,train
1604,2,train
28776,3,train
22864,4,train
25065,2,train
27196,2,train
9255,0,train
14209,0,train
2689,2,train
7435,2,train
1949,1,train
27,3,train
16968,2,train
3662,0,train
19684,0,train
4765,4,train
15758,3,train
9097,3,train
18084,1,train
19834,4,train
2034,4,train
24428,0,train
14230,1,train
18469,1,train
192,4,train
13514,2,train
25174,3,train
14453,3,train
3815,0,train
10414,4,train
22124,1,train
