index,label,set
13630,0,train
9285,0,train
10055,0,train
6757,3,train
9454,0,train
18794,0,train
18557,3,train
26253,4,train
3324,1,train
1281,3,train
8866,4,train
3764,3,train
21539,2,train
22019,2,train
24158,2,train
14216,1,train
21994,4,train
4377,4,train
23685,1,train
5205,3,train
28425,4,train
26303,3,train
1105,4,train
15942,3,train
4997,1,train
6181,0,train
6559,4,train
9483,1,train
20811,3,train
21889,3,train
9432,3,train
23309,2,train
15598,2,train
29806,1,train
25938,0,train
23038,1,train
19128,0,train
1461,2,train
6283,0,train
29740,1,train
23904,0,train
22294,1,train
11658,0,train
4459,1,train
14299,4,train
2523,2,train
15631,1,train
25417,0,train
24816,0,train
1126,4,train
5798,2,train
14216,1,train
9466,4,train
13636,4,train
12302,2,train
12883,0,train
2526,3,train
26080,2,train
20425,4,train
28301,0,train
29831,1,train
17429,1,train
21799,2,train
25670,3,train
17410,1,train
9104,0,train
13607,4,train
13534,0,train
19422,2,train
5483,0,train
26924,4,train
8435,4,train
13616,1,train
7327,0,train
26373,3,train
24413,3,train
7221,0,train
12529,4,train
29159,2,train
20918,1,train
20921,0,train
21048,0,train
19389,4,train
4696,0,train
1675,0,train
14041,2,train
27863,3,train
2973,4,train
17549,1,train
22474,1,train
2364,0,train
8649,2,train
26283,1,train
11434,1,train
18648,0,train
258,0,train
9100,4,train
23218,2,train
23927,1,train
5662,3,train
5340,3,train
23899,2,train
28466,2,train
1337,0,train
13179,1,train
17301,0,train
25871,1,train
1873,3,train
17782,0,train
1557,0,train
8123,2,train
20318,1,train
1956,4,train
2761,2,train
9907,0,train
3910,2,train
1466,4,train
11108,2,train
11335,3,train
26664,0,train
5513,2,train
16525,3,train
26697,4,train
26994,3,train
5171,1,train
21381,1,train
22407,3,train
14042,1,train
5312,3,train
331,3,train
15174,3,train
20948,3,train
27893,2,train
15622,1,train
1913,4,train
11949,1,train
3801,3,train
6944,3,train
8065,2,train
12471,4,train
15930,4,train
9825,2,train
16934,3,train
27136,2,train
10568,0,train
1352,1,train
22037,1,train
19057,4,train
27596,0,train
29363,4,train
20974,2,train
27840,2,train
29777,3,train
27447,3,train
8402,1,train
1795,1,train
22361,2,train
8429,4,train
27550,3,train
25121,0,train
23986,2,train
10272,4,train
13636,4,train
7147,0,train
319,0,train
25762,3,train
7911,3,train
5008,2,train
3573,1,train
12649,3,train
27515,0,train
2237,4,train
17583,2,train
22360,4,train
3351,1,train
5029,2,train
25801,3,train
16778,1,train
14825,4,train
1059,1,train
15326,4,train
14659,3,train
25856,1,train
24239,4,train
20932,4,train
6353,1,train
3951,4,train
8491,4,train
19521,0,train
42,3,train
20241,0,train
12007,3,train
19613,4,train
9435,1,train
8177,0,train
28157,4,train
27742,1,train
28436,1,train
934,4,train
19817,3,train
28523,4,train
28226,3,train
14787,4,train
24583,1,train
23718,1,train
29258,3,train
7836,1,train
27925,3,train
29110,4,train
391,1,train
6809,3,train
24685,0,train
27847,3,train
13934,3,train
2984,2,train
1905,2,train
2763,3,train
8963,0,train
2760,2,train
1364,3,train
5273,4,train
16587,1,train
27520,2,train
19071,2,train
17110,3,train
25495,2,train
3883,1,train
1459,4,train
10608,0,train
12948,4,train
15593,3,train
21606,0,train
11892,1,train
23070,2,train
22205,4,train
26962,0,train
832,4,train
18867,1,train
12307,4,train
4078,3,train
14865,0,train
23367,1,train
23220,2,train
11733,3,train
7191,4,train
2910,1,train
557,1,train
27674,0,train
2200,2,train
4310,4,train
8749,2,train
23609,2,train
28539,1,train
19210,3,train
11430,1,train
19318,1,train
26878,1,train
4859,3,train
14754,1,train
7027,2,train
21191,3,train
24112,0,train
6093,1,train
3625,0,train
18189,1,train
23484,2,train
19154,0,train
3014,3,train
19340,2,train
4923,0,train
19512,0,train
14011,0,train
17464,1,train
28889,1,train
624,3,train
5473,1,train
13565,0,train
9578,4,train
25992,2,train
8548,0,train
20533,1,train
6634,2,train
12903,0,train
20130,1,train
26549,0,train
29123,1,train
16164,2,train
4394,2,train
20653,4,train
374,3,train
19856,4,train
9223,1,train
13188,0,train
9342,4,train
15140,1,train
3226,0,train
582,3,train
18650,2,train
29442,1,train
16438,0,train
24586,3,train
4581,0,train
4348,1,train
25780,0,train
29798,0,train
11792,3,train
26350,0,train
21213,1,train
4553,1,train
1995,0,train
21603,1,train
3893,0,train
23518,2,train
10244,3,train
4890,1,train
29273,3,train
6512,2,train
24941,2,train
1031,1,train
955,2,train
23315,2,train
10604,3,train
16799,4,train
13676,3,train
13832,3,train
20043,2,train
13707,1,train
9174,3,train
28929,2,train
7048,1,train
21513,4,train
27424,4,train
22657,0,train
13351,4,train
1370,3,train
2984,2,train
9890,0,train
18798,4,train
18906,1,train
14333,2,train
7386,3,train
1622,1,train
15111,2,train
1439,2,train
11300,0,train
20609,4,train
23710,1,train
