index,label,set
26047,2,train
3605,1,train
26531,3,train
28909,1,train
12570,4,train
19481,0,train
17974,0,train
8935,0,train
23976,1,train
17110,3,train
10366,0,train
9179,2,train
8579,4,train
11043,0,train
23619,4,train
14936,1,train
6957,4,train
4948,1,train
16624,0,train
20836,4,train
20894,4,train
16221,2,train
24723,3,train
3896,3,train
16412,3,train
18014,3,train
18084,1,train
6500,4,train
10855,2,train
24275,4,train
11973,3,train
19862,4,train
22478,2,train
23865,1,train
12835,1,train
27819,0,train
1112,2,train
11834,3,train
29272,4,train
27570,4,train
22328,0,train
1070,3,train
10649,1,train
10726,1,train
7942,4,train
14091,2,train
5499,1,train
5926,3,train
9606,1,train
4926,2,train
10358,0,train
10308,3,train
12219,1,train
16001,3,train
6676,2,train
24066,3,train
2381,2,train
14744,2,train
16642,3,train
21869,4,train
10169,3,train
8594,1,train
29983,0,train
27943,4,train
15167,1,train
17850,4,train
6770,4,train
26269,3,train
27679,1,train
5931,4,train
10089,1,train
13197,1,train
23773,3,train
3833,1,train
21833,2,train
3182,1,train
25170,2,train
27405,0,train
8977,2,train
3162,1,train
8018,0,train
10469,4,train
28303,0,train
20843,3,train
11152,1,train
24275,4,train
1601,1,train
25414,3,train
13651,0,train
25258,4,train
16584,1,train
11334,1,train
17936,0,train
7788,4,train
26210,2,train
844,2,train
27273,1,train
20570,1,train
26580,1,train
16584,1,train
11239,1,train
12652,3,train
27950,0,train
11515,4,train
24412,2,train
24549,2,train
1162,0,train
6086,0,train
21149,4,train
28693,0,train
4514,2,train
8336,0,train
1053,0,train
12920,0,train
13291,1,train
9608,4,train
21280,4,train
28727,2,train
19051,4,train
4769,1,train
26890,4,train
16076,3,train
3845,2,train
23418,1,train
16198,4,train
943,4,train
24046,2,train
20118,3,train
29758,2,train
28353,4,train
8862,0,train
11133,3,train
13918,2,train
28270,1,train
19273,3,train
29120,0,train
19311,1,train
20056,4,train
6325,4,train
5262,2,train
4836,3,train
5662,3,train
17029,3,train
19315,0,train
869,3,train
21362,0,train
29530,0,train
12380,0,train
26866,3,train
13276,2,train
2280,1,train
733,3,train
14873,2,train
10139,1,train
25062,3,train
25262,1,train
