index,label,set
5278,4,train
13260,0,train
14027,1,train
16945,2,train
11752,0,train
1650,2,train
16549,1,train
13319,2,train
21797,4,train
27199,0,train
21034,4,train
16152,2,train
25638,0,train
22895,1,train
18246,2,train
2067,3,train
13,4,train
9868,0,train
16361,4,train
4398,0,train
11390,0,train
13454,0,train
20647,4,train
1267,4,train
20418,4,train
23608,2,train
1984,1,train
2764,4,train
23317,3,train
28028,1,train
10572,2,train
13481,2,train
29985,4,train
29232,0,train
24110,1,train
26523,3,train
5159,1,train
22838,2,train
27181,3,train
21846,2,train
6577,4,train
20546,1,train
12031,2,train
11410,1,train
22329,3,train
18230,4,train
20592,0,train
28792,2,train
6872,3,train
27599,1,train
23786,4,train
1946,2,train
11442,4,train
3576,2,train
2141,3,train
12578,3,train
26950,2,train
11357,1,train
4460,1,train
25506,1,train
27474,4,train
28629,4,train
4980,3,train
19103,1,train
11659,4,train
3670,4,train
12534,2,train
14089,0,train
19923,3,train
8300,3,train
1611,4,train
25227,2,train
28913,1,train
14212,0,train
5461,0,train
9054,4,train
14445,2,train
19009,0,train
22865,2,train
28126,2,train
29325,3,train
4562,3,train
10385,1,train
28524,0,train
26072,2,train
16726,2,train
13701,0,train
28139,2,train
4263,4,train
6398,3,train
26331,0,train
11410,1,train
29167,1,train
17874,0,train
1716,0,train
29478,2,train
667,4,train
25233,3,train
290,1,train
5247,1,train
13577,4,train
12023,1,train
12880,0,train
5020,1,train
15288,1,train
1666,1,train
26870,3,train
18216,0,train
26187,0,train
15403,1,train
27252,2,train
15695,3,train
4098,3,train
22804,2,train
17190,1,train
19237,0,train
17261,4,train
11503,1,train
3079,3,train
18293,3,train
6622,0,train
15342,3,train
6662,3,train
18313,3,train
24879,3,train
434,1,train
2047,3,train
23154,1,train
21889,3,train
18259,2,train
7193,0,train
14916,4,train
7457,0,train
17151,3,train
1376,4,train
28106,2,train
14226,1,train
18792,2,train
26349,4,train
12866,4,train
4612,1,train
7169,4,train
16416,1,train
27029,2,train
1918,3,train
15256,2,train
516,4,train
28054,1,train
21932,2,train
25500,0,train
28097,3,train
27841,1,train
12554,2,train
9202,0,train
160,4,train
27279,1,train
8481,3,train
470,0,train
9038,1,train
26748,4,train
25910,2,train
4281,1,train
21123,0,train
19936,0,train
3100,3,train
2163,1,train
26606,0,train
9587,0,train
7614,0,train
17077,3,train
24127,2,train
23063,1,train
1341,3,train
8305,3,train
13522,4,train
11651,3,train
22909,2,train
27561,1,train
3666,3,train
6767,4,train
10828,0,train
24821,3,train
3854,3,train
23105,3,train
20365,4,train
28363,1,train
18976,4,train
27514,0,train
23378,2,train
5880,2,train
5238,3,train
25331,1,train
27935,1,train
1363,4,train
5497,3,train
28486,4,train
28605,2,train
12819,0,train
2531,0,train
2579,0,train
24298,3,train
3496,3,train
20332,4,train
13147,4,train
12033,4,train
5661,3,train
1441,4,train
16525,3,train
20943,1,train
4018,0,train
2312,3,train
28927,3,train
18485,2,train
10426,3,train
10391,3,train
28321,4,train
29503,4,train
21957,2,train
6603,2,train
15350,4,train
4886,0,train
23102,3,train
4038,4,train
23510,0,train
4624,3,train
13517,1,train
22413,0,train
1132,4,train
15602,3,train
15046,4,train
21798,4,train
7631,4,train
4690,1,train
23780,4,train
18624,2,train
4316,4,train
14021,2,train
23528,3,train
770,0,train
26774,2,train
6630,0,train
12553,0,train
10800,2,train
2840,2,train
16330,2,train
15100,2,train
16083,1,train
14813,3,train
17091,0,train
25645,2,train
22934,2,train
22166,3,train
14386,4,train
15784,1,train
8727,3,train
14156,4,train
2138,4,train
20031,0,train
6851,4,train
8839,2,train
2567,2,train
20822,4,train
16697,4,train
21079,1,train
238,2,train
9941,0,train
4725,2,train
10164,0,train
21216,1,train
28957,0,train
26428,3,train
19425,4,train
4007,3,train
17901,3,train
20005,3,train
3959,0,train
22540,2,train
1422,3,train
10988,0,train
21201,2,train
3059,2,train
13162,1,train
21846,2,train
2538,1,train
167,3,train
3270,0,train
17740,4,train
19301,4,train
17889,2,train
18493,4,train
1416,3,train
27877,3,train
20179,2,train
18883,3,train
23672,1,train
6910,4,train
18255,3,train
26090,0,train
4122,0,train
6525,1,train
24259,4,train
12486,1,train
19733,0,train
22821,1,train
28109,1,train
10824,2,train
4823,4,train
7248,1,train
14261,0,train
9452,2,train
6598,0,train
5717,0,train
16505,0,train
29770,4,train
25115,4,train
21262,1,train
9974,1,train
15464,2,train
2082,1,train
9575,0,train
8021,1,train
13552,1,train
20510,4,train
23242,2,train
23576,0,train
18059,4,train
6375,3,train
25887,4,train
5466,2,train
23442,1,train
22496,0,train
10413,4,train
28090,4,train
3316,0,train
15451,1,train
22662,1,train
23621,2,train
6758,4,train
2230,2,train
24905,0,train
22506,1,train
24180,0,train
19631,4,train
11905,1,train
29797,4,train
19240,0,train
7339,2,train
16146,1,train
15891,1,train
9132,4,train
14962,4,train
1856,2,train
28517,4,train
23628,3,train
27869,2,train
29579,4,train
28236,1,train
23628,3,train
27832,4,train
14119,0,train
2805,3,train
12849,4,train
13268,1,train
26021,4,train
4839,4,train
1249,3,train
19627,0,train
17104,3,train
4780,2,train
18566,4,train
7893,2,train
4189,4,train
3760,2,train
26472,1,train
5618,2,train
8212,1,train
6697,2,train
25142,2,train
14715,3,train
18199,4,train
20726,4,train
22958,3,train
5789,4,train
4467,1,train
12294,2,train
700,0,train
29024,0,train
21501,4,train
14204,4,train
9208,0,train
11783,3,train
7648,2,train
28925,4,train
27749,4,train
1215,2,train
29244,0,train
8961,0,train
19845,3,train
24696,2,train
20191,3,train
6357,0,train
15417,0,train
18539,4,train
16949,3,train
3161,3,train
4486,2,train
29539,0,train
10498,0,train
26249,4,train
162,3,train
16810,4,train
23239,4,train
24330,3,train
27577,3,train
25091,2,train
958,2,train
309,2,train
959,4,train
20052,0,train
27069,1,train
6314,0,train
12026,2,train
19574,4,train
22453,2,train
5196,3,train
14024,3,train
4080,0,train
5974,4,train
2548,2,train
6940,4,train
2033,3,train
10495,0,train
244,3,train
11699,4,train
5370,2,train
9883,4,train
21177,0,train
28016,4,train
26663,3,train
27469,2,train
2349,1,train
18999,0,train
19753,1,train
3615,3,train
26947,3,train
19991,4,train
27566,0,train
20515,4,train
6446,4,train
13120,0,train
5113,4,train
26305,1,train
29926,2,train
16939,2,train
20725,4,train
4820,0,train
10156,4,train
16239,3,train
5329,2,train
5207,1,train
23029,1,train
14719,0,train
5892,4,train
19753,1,train
24084,0,train
3479,2,train
15625,3,train
8753,1,train
