index,label,set
7622,1,train
11036,2,train
9416,2,train
1846,1,train
992,3,train
530,4,train
29497,2,train
26298,3,train
10209,3,train
23878,3,train
23811,1,train
10246,0,train
22785,3,train
25433,0,train
7843,2,train
18203,1,train
19741,2,train
29326,3,train
21772,0,train
17566,3,train
8402,1,train
19069,4,train
16188,4,train
3955,1,train
6633,3,train
1137,3,train
164,3,train
4395,4,train
13784,2,train
10456,1,train
12700,0,train
4415,0,train
19901,4,train
8523,0,train
24244,0,train
9367,0,train
9486,2,train
26342,3,train
29603,4,train
29057,2,train
27636,1,train
26140,0,train
25778,1,train
8896,3,train
26884,1,train
20190,1,train
29630,1,train
13198,1,train
26817,2,train
9512,4,train
23871,1,train
6885,2,train
15366,0,train
21717,3,train
28517,4,train
18422,4,train
17675,3,train
19733,0,train
28837,2,train
25924,2,train
16017,0,train
16683,4,train
16678,2,train
23286,2,train
24982,4,train
26526,1,train
2626,0,train
9581,2,train
7598,2,train
20043,2,train
46,1,train
14472,0,train
6444,1,train
12495,0,train
29177,3,train
1641,4,train
27173,4,train
8128,2,train
9611,4,train
7368,4,train
19727,1,train
481,4,train
23290,4,train
116,2,train
29793,3,train
24959,0,train
29619,3,train
1897,3,train
29099,1,train
3832,3,train
13196,1,train
9943,4,train
18168,0,train
17783,4,train
18593,2,train
7862,4,train
1739,3,train
25628,4,train
22599,4,train
8203,2,train
7298,0,train
986,1,train
1941,3,train
25172,2,train
16429,1,train
18399,1,train
13574,4,train
3482,1,train
6717,4,train
1383,0,train
28142,4,train
2514,3,train
27837,4,train
22045,4,train
15096,1,train
1285,1,train
3788,1,train
29537,1,train
17218,3,train
5408,2,train
4629,2,train
23193,4,train
25633,2,train
29396,4,train
27624,4,train
6921,1,train
11937,2,train
16975,0,train
21793,4,train
18351,1,train
20382,3,train
15140,1,train
25167,2,train
21617,2,train
21356,1,train
22687,2,train
2612,0,train
5593,1,train
3363,1,train
13966,2,train
14563,1,train
14136,4,train
6326,2,train
8627,1,train
25174,3,train
9448,1,train
11666,3,train
11758,3,train
23327,4,train
10597,4,train
19451,0,train
25102,4,train
29115,0,train
5865,4,train
17976,1,train
26549,0,train
28126,2,train
16777,3,train
7734,3,train
29990,4,train
28673,1,train
11145,3,train
5406,4,train
6594,2,train
2058,4,train
13717,4,train
22025,3,train
19763,0,train
17400,4,train
24805,2,train
18418,2,train
8363,4,train
13646,4,train
22795,3,train
27614,0,train
1303,3,train
26477,0,train
29225,3,train
16433,2,train
20857,4,train
9681,3,train
2458,1,train
12934,4,train
27305,0,train
15269,4,train
19443,1,train
10235,4,train
19142,1,train
3875,4,train
5843,1,train
28262,0,train
11340,1,train
29865,3,train
26045,2,train
16187,4,train
12074,0,train
3749,2,train
15072,4,train
15356,0,train
26953,3,train
17784,2,train
12752,0,train
23567,0,train
8000,0,train
26319,0,train
15988,4,train
17750,2,train
26369,0,train
5991,2,train
13193,2,train
14524,2,train
17088,1,train
20576,3,train
4101,4,train
4083,2,train
25536,4,train
27811,0,train
19879,0,train
19109,3,train
19528,3,train
5012,3,train
6095,2,train
18461,4,train
24144,1,train
1540,1,train
3320,1,train
19584,2,train
3489,1,train
7522,0,train
16171,1,train
28071,3,train
6965,0,train
17930,0,train
4219,2,train
3967,0,train
25011,1,train
1042,4,train
15500,4,train
12354,1,train
19266,0,train
1568,2,train
23,2,train
1801,4,train
15405,0,train
24626,4,train
7909,0,train
22642,1,train
13735,0,train
19825,1,train
2855,0,train
11957,1,train
20041,4,train
665,2,train
3396,3,train
10311,2,train
13918,2,train
2090,2,train
22464,0,train
6070,4,train
2583,3,train
21939,4,train
17467,1,train
15415,3,train
23827,4,train
6348,0,train
27379,0,train
5029,2,train
9885,4,train
11960,2,train
17990,2,train
27728,2,train
16628,2,train
22956,1,train
12342,0,train
10034,3,train
13952,3,train
12179,0,train
19257,2,train
6129,0,train
13491,1,train
6607,1,train
21956,0,train
13703,4,train
6363,3,train
12774,1,train
10023,3,train
9189,1,train
27591,3,train
16057,0,train
24783,1,train
5706,0,train
16304,4,train
4717,4,train
17925,3,train
3385,3,train
21542,0,train
14897,2,train
5006,3,train
5189,4,train
21090,0,train
9458,3,train
18439,4,train
22776,4,train
6527,4,train
8696,0,train
25211,0,train
25792,1,train
22314,2,train
7043,4,train
9875,4,train
9550,4,train
5178,0,train
15088,3,train
22057,4,train
15741,1,train
12223,3,train
3781,2,train
25234,1,train
12156,1,train
2394,1,train
267,1,train
17395,0,train
14981,1,train
10871,3,train
12032,1,train
15201,4,train
7763,0,train
17385,2,train
11906,1,train
26227,3,train
6370,4,train
29134,2,train
1316,3,train
22611,1,train
20198,3,train
22548,1,train
26592,1,train
10125,4,train
16773,0,train
9487,4,train
20181,0,train
11754,4,train
7695,1,train
12746,2,train
11799,0,train
7684,0,train
23650,2,train
29496,0,train
21654,3,train
8636,4,train
6352,4,train
1620,1,train
5380,1,train
10792,4,train
24952,0,train
17684,2,train
17931,2,train
27455,0,train
27880,2,train
8310,0,train
19234,1,train
5289,0,train
11044,4,train
19731,0,train
16936,3,train
1591,4,train
28092,1,train
11525,3,train
19936,0,train
4998,2,train
100,1,train
13664,0,train
20556,3,train
25594,3,train
71,4,train
29403,2,train
11929,1,train
7834,0,train
29459,2,train
18973,0,train
11895,4,train
3806,2,train
3534,1,train
993,4,train
4812,3,train
27743,2,train
13830,2,train
14190,4,train
18862,3,train
3105,2,train
29,2,train
10376,1,train
27652,1,train
20497,4,train
23006,2,train
11110,4,train
194,1,train
29963,2,train
551,3,train
14935,1,train
2893,0,train
305,3,train
14881,2,train
9822,0,train
16849,0,train
1355,2,train
23604,0,train
11417,3,train
27502,1,train
23001,3,train
14868,3,train
22957,2,train
29417,3,train
1368,1,train
19610,0,train
23792,2,train
12262,2,train
16713,2,train
27278,0,train
23259,0,train
21852,0,train
28759,0,train
18694,0,train
15527,2,train
7490,1,train
26738,2,train
10966,2,train
20234,3,train
24930,2,train
1689,0,train
26127,4,train
3855,3,train
12302,2,train
3797,0,train
15359,0,train
28675,0,train
9790,1,train
1815,2,train
17755,4,train
2977,0,train
13504,2,train
11759,0,train
27794,0,train
2046,1,train
5853,0,train
3111,1,train
26556,1,train
22262,2,train
20241,0,train
29097,3,train
5670,2,train
26288,3,train
27319,1,train
12442,1,train
2807,3,train
7289,3,train
25971,4,train
15586,2,train
15219,1,train
5654,1,train
12441,0,train
8412,1,train
14397,0,train
7815,2,train
26514,0,train
12192,1,train
16161,2,train
25524,1,train
10448,2,train
27956,1,train
14004,2,train
23090,1,train
13807,2,train
11136,4,train
29655,3,train
16863,1,train
20107,0,train
23201,3,train
19885,4,train
9081,4,train
17107,1,train
17870,3,train
25721,1,train
3765,1,train
5610,1,train
21300,4,train
170,0,train
546,2,train
12475,2,train
28880,1,train
8958,4,train
7553,3,train
5503,4,train
22350,4,train
4546,1,train
27223,2,train
23157,2,train
17511,3,train
20683,2,train
8422,0,train
25837,4,train
28709,1,train
2124,2,train
12781,1,train
2013,4,train
13513,3,train
28791,4,train
5807,4,train
1173,0,train
8789,1,train
17692,1,train
21580,0,train
27225,1,train
22738,3,train
4597,4,train
27285,3,train
17417,2,train
26567,0,train
9559,3,train
2872,0,train
14815,1,train
19358,3,train
22848,0,train
16965,2,train
28975,1,train
12806,4,train
21036,0,train
27900,1,train
3475,1,train
6179,3,train
2355,2,train
9936,1,train
6053,4,train
1590,1,train
23722,4,train
12796,2,train
14135,0,train
14291,3,train
11364,3,train
14566,1,train
7212,0,train
16289,1,train
22491,3,train
26354,2,train
15773,3,train
3901,1,train
27147,4,train
29031,0,train
1679,4,train
6654,1,train
15567,3,train
10874,2,train
12031,2,train
24387,4,train
5036,3,train
11208,0,train
1472,3,train
18874,2,train
21942,2,train
29219,1,train
19909,1,train
23859,3,train
28825,1,train
9217,1,train
21200,1,train
29748,0,train
4824,3,train
14559,4,train
13366,4,train
23981,4,train
20937,1,train
24274,2,train
27178,2,train
11343,1,train
15398,4,train
7879,0,train
19333,0,train
27841,1,train
10180,1,train
12821,4,train
24567,2,train
4047,4,train
27805,0,train
14586,4,train
19837,0,train
18546,1,train
7837,4,train
12032,1,train
24320,1,train
11860,2,train
5475,1,train
8219,0,train
18281,1,train
1456,3,train
23229,1,train
26025,1,train
21115,2,train
18161,0,train
23619,4,train
16567,3,train
2103,4,train
21515,4,train
21157,0,train
7200,1,train
19408,1,train
14227,3,train
5564,3,train
15967,2,train
16808,1,train
9358,3,train
1737,4,train
9478,1,train
29475,3,train
15575,3,train
10751,3,train
6714,1,train
26912,3,train
3002,2,train
15968,0,train
18738,2,train
16925,0,train
25054,3,train
14648,2,train
17742,0,train
985,3,train
9170,1,train
16312,4,train
568,0,train
28219,0,train
7419,3,train
5222,1,train
22357,3,train
25643,1,train
3464,1,train
6588,3,train
27079,0,train
19797,0,train
14503,0,train
24355,1,train
214,1,train
3960,1,train
14215,3,train
6402,0,train
11365,4,train
3105,2,train
422,3,train
21113,1,train
29621,2,train
1684,1,train
26502,0,train
13693,3,train
26389,2,train
15161,2,train
28541,4,train
8241,4,train
21407,0,train
18671,3,train
17608,3,train
14594,2,train
2458,1,train
7895,1,train
3873,0,train
26385,1,train
7669,3,train
19379,3,train
20414,0,train
14774,4,train
27328,1,train
20211,2,train
6081,2,train
3303,3,train
14774,4,train
22672,3,train
10754,4,train
29440,4,train
18361,1,train
4939,2,train
1684,1,train
6624,4,train
3653,0,train
17294,4,train
10299,3,train
28678,3,train
26885,2,train
11059,3,train
17222,2,train
12063,1,train
12095,0,train
1362,1,train
1227,2,train
20313,2,train
21648,2,train
20290,4,train
5840,0,train
13283,1,train
3387,0,train
12863,4,train
6461,2,train
9634,2,train
7911,3,train
2723,4,train
8219,0,train
16584,1,train
4671,3,train
14557,4,train
27727,4,train
10499,1,train
15168,3,train
27380,3,train
19944,3,train
9182,1,train
17024,0,train
29972,3,train
13850,2,train
17758,2,train
27968,2,train
26335,1,train
2869,0,train
13126,3,train
10826,2,train
17051,2,train
24252,2,train
29436,2,train
9615,0,train
14713,0,train
6528,0,train
5765,4,train
13521,0,train
16301,2,train
14765,2,train
9385,0,train
26455,4,train
26647,0,train
25598,2,train
1618,3,train
7918,4,train
25737,4,train
7849,1,train
22407,3,train
19871,0,train
13464,0,train
20589,0,train
18799,2,train
3126,2,train
6417,4,train
11873,4,train
15032,2,train
15986,3,train
549,2,train
3515,1,train
29919,3,train
15166,2,train
6359,4,train
6496,0,train
5058,3,train
15810,0,train
12036,4,train
11417,3,train
11538,4,train
1359,1,train
18363,4,train
13803,4,train
1216,0,train
16371,0,train
16665,2,train
16614,0,train
13908,3,train
28668,2,train
7158,3,train
11836,3,train
22778,4,train
28153,3,train
20124,0,train
26803,0,train
9697,4,train
12454,2,train
20864,4,train
17979,2,train
16404,1,train
22728,3,train
9062,3,train
28621,0,train
17787,0,train
14122,2,train
24877,0,train
13814,2,train
12406,4,train
11441,4,train
1363,4,train
17113,3,train
13001,2,train
3511,0,train
15081,0,train
8461,3,train
16611,0,train
1830,1,train
3704,4,train
4835,2,train
28842,0,train
19001,4,train
29789,2,train
12480,4,train
22905,2,train
4372,3,train
27523,0,train
13159,0,train
27182,0,train
4088,2,train
25389,0,train
3297,0,train
5638,1,train
8417,1,train
10196,2,train
21590,1,train
11956,0,train
15609,1,train
18886,0,train
4536,4,train
2349,1,train
11358,2,train
8681,4,train
14906,1,train
2772,0,train
22461,1,train
7887,4,train
4859,3,train
15894,1,train
13947,0,train
16848,0,train
4703,0,train
28725,0,train
7639,2,train
17749,1,train
21839,3,train
5912,0,train
16498,4,train
11710,2,train
3179,2,train
10489,2,train
6142,0,train
25349,4,train
3274,2,train
19437,2,train
14295,3,train
18136,3,train
12421,1,train
8319,2,train
21453,2,train
26825,0,train
24488,2,train
2398,1,train
27715,4,train
27886,4,train
9447,2,train
13564,2,train
20371,4,train
13012,2,train
12478,1,train
20271,3,train
27948,3,train
26766,1,train
23308,3,train
8050,2,train
1625,1,train
5680,1,train
5879,2,train
1365,0,train
21914,4,train
1749,2,train
18729,2,train
15981,3,train
1150,2,train
13775,0,train
13857,4,train
14129,0,train
5088,4,train
9815,3,train
10074,1,train
25845,3,train
25023,3,train
21937,1,train
20713,4,train
16668,1,train
25450,2,train
2191,1,train
28259,1,train
20828,2,train
20739,2,train
13281,0,train
2117,2,train
9298,3,train
22933,3,train
22459,4,train
24090,0,train
4528,3,train
19532,3,train
29236,0,train
13584,4,train
14164,3,train
28906,3,train
19364,3,train
15222,1,train
26750,1,train
15031,4,train
3757,4,train
22099,1,train
18538,4,train
19259,3,train
16459,0,train
25349,4,train
9769,1,train
7863,2,train
1205,1,train
8057,3,train
7579,2,train
8647,1,train
481,4,train
15765,1,train
2828,2,train
16954,1,train
18030,4,train
17933,2,train
27463,0,train
20566,2,train
8042,1,train
25762,3,train
15791,4,train
15890,3,train
20693,2,train
2122,0,train
22457,2,train
11549,3,train
22887,3,train
13563,1,train
22108,1,train
21156,4,train
3951,4,train
17443,2,train
17383,4,train
6287,4,train
19051,4,train
19763,0,train
16091,0,train
18400,3,train
14222,1,train
27593,2,train
23251,0,train
1183,2,train
26344,3,train
13107,2,train
21847,0,train
10042,0,train
8316,3,train
22592,3,train
25482,0,train
378,0,train
24410,1,train
14109,1,train
11151,3,train
6743,2,train
29958,1,train
14019,1,train
12130,3,train
17976,1,train
22744,0,train
21295,0,train
21469,3,train
23686,0,train
10214,3,train
25991,0,train
6135,4,train
24244,0,train
2189,2,train
26994,3,train
13421,1,train
20166,2,train
22362,1,train
20237,0,train
8489,3,train
7518,3,train
11258,3,train
19429,2,train
27061,2,train
10630,2,train
28823,1,train
1856,2,train
713,2,train
13879,3,train
11442,4,train
29647,3,train
5073,3,train
8040,3,train
22814,2,train
19178,4,train
26642,1,train
28946,2,train
16250,3,train
15294,2,train
22839,0,train
12009,4,train
895,1,val
19740,3,val
28486,4,val
81,2,val
13174,2,val
28422,0,val
6940,4,val
18829,0,val
21393,2,val
19073,2,val
7885,4,val
50,3,val
5509,1,val
21306,1,val
8155,0,val
25361,3,val
22230,0,val
17365,3,val
16789,4,val
29534,2,val
22723,2,val
8405,2,val
4953,3,val
3066,3,val
15450,2,val
17061,1,val
27372,2,val
1720,2,val
2319,3,val
16494,0,val
16538,1,val
5064,4,val
18971,4,val
25542,4,val
27191,4,val
28775,4,val
141,0,val
10922,0,val
28248,3,val
22958,3,val
24233,0,val
3563,0,val
13241,4,val
12716,4,val
15753,2,val
24391,4,val
22774,0,val
16679,1,val
21881,2,val
2945,4,val
3502,0,val
10979,0,val
25582,4,val
8796,0,val
15659,1,val
2295,3,val
26588,1,val
4390,3,val
23988,4,val
20230,0,val
14600,4,val
7558,2,val
12203,4,val
1788,1,val
1095,2,val
27131,0,val
1802,4,val
11768,2,val
26029,0,val
15567,3,val
28410,1,val
10780,0,val
16278,1,val
22573,4,val
15242,2,val
27158,1,val
2698,3,val
24060,1,val
8708,1,val
10020,2,val
12895,3,val
26688,0,val
15812,1,val
24142,2,val
6618,1,val
14552,2,val
6551,4,val
4030,2,val
14212,0,val
15658,3,val
20267,1,val
20111,3,val
10253,4,val
19433,3,val
4694,4,val
11780,2,val
5475,1,val
6809,3,val
287,4,val
21285,4,val
6977,3,val
8729,2,val
18217,3,val
13791,4,val
25746,3,val
19039,0,val
14301,2,val
7713,4,val
4326,0,val
26578,2,val
8798,2,val
6796,0,val
16369,3,val
23715,4,val
28362,4,val
4101,4,val
28165,0,val
1150,2,val
22698,3,val
28657,4,val
9712,0,val
10159,4,val
18534,3,val
25957,1,val
6669,3,val
22999,2,val
5154,1,val
24420,2,val
7975,4,val
18771,4,val
2284,3,val
6078,1,val
17771,0,val
9174,3,val
7305,3,val
20776,3,val
3998,2,val
1662,4,val
29565,1,val
16329,4,val
16455,0,val
1221,3,val
16452,2,val
2073,1,val
8715,0,val
815,2,val
7652,2,val
12483,4,val
18368,4,val
18591,2,val
21224,2,val
16038,4,val
20662,0,val
10456,1,val
1539,1,val
10101,1,val
7714,1,val
14369,1,val
15309,0,val
1410,2,val
19465,1,val
23613,4,val
17773,4,val
1131,4,val
15768,4,val
15577,4,val
29729,1,val
25526,4,val
7260,4,val
14204,4,val
18625,2,val
15049,0,val
19170,3,val
27582,2,val
11746,2,val
28992,2,val
4868,1,val
8290,3,val
28279,0,val
5295,1,val
14354,1,val
11622,3,val
11904,1,val
3150,4,val
26219,2,val
17506,0,val
6884,2,val
11774,1,val
26961,4,val
2078,1,val
23673,1,val
20727,2,val
19418,0,val
3667,1,val
1289,1,val
23371,2,val
5785,1,val
1524,1,val
14584,3,val
24299,0,val
26259,4,val
11452,3,val
8573,0,val
7879,0,val
14764,0,val
24466,1,val
18875,2,val
29572,0,val
26699,2,val
23645,0,val
16763,2,val
12617,0,val
8308,0,val
16161,2,val
2509,1,test
602,2,test
3822,4,test
3430,0,test
4728,3,test
1776,2,test
