index,label,set
6373,2,train
19187,2,train
20467,1,train
2977,0,train
7493,2,train
15681,0,train
12295,3,train
13077,1,train
22823,0,train
23723,2,train
17634,4,train
3818,1,train
21402,2,train
4261,2,train
28406,4,train
25138,1,train
16207,4,train
12731,3,train
22209,0,train
14638,3,train
24770,1,train
12174,0,train
26957,0,train
25452,3,train
6370,4,train
3110,2,train
5660,2,train
22077,1,train
28279,0,train
27526,2,train
27924,3,train
12076,0,train
23020,1,train
9063,1,train
4847,1,train
27009,4,train
19447,2,train
27215,4,train
13611,2,train
24143,1,train
2585,2,train
4407,4,train
7773,1,train
24298,3,train
12531,0,train
9197,3,train
22151,0,train
7057,1,train
2915,1,train
20144,2,train
6187,1,train
25699,2,train
15246,4,train
17261,4,train
1952,4,train
13175,3,train
10465,3,train
14257,1,train
8389,2,train
17196,1,train
10894,2,train
24934,4,train
1493,0,train
12296,4,train
22648,2,train
21267,4,train
6345,2,train
28908,2,train
4763,2,train
9614,1,train
23985,3,train
14220,4,train
2139,4,train
26320,2,train
6374,1,train
2293,4,train
6288,4,train
10436,3,train
26458,0,train
16641,3,train
18936,0,train
5748,4,train
21208,4,train
10884,3,train
9102,0,train
7266,2,train
25111,4,train
28884,1,train
8044,0,train
11276,4,train
17421,2,train
13783,0,train
19908,0,train
23019,0,train
11275,1,train
15179,2,train
24030,0,train
366,0,train
3489,1,train
13889,2,train
12176,0,train
12321,2,train
23118,3,train
8408,3,train
1171,1,train
16041,3,train
25114,2,train
19570,0,train
25169,2,train
12995,4,train
11445,4,train
16374,2,train
7432,3,train
20115,4,train
15974,3,train
18853,3,train
20207,4,train
18145,0,train
29541,0,train
24723,3,train
28324,0,train
4797,4,train
2571,0,train
21176,2,train
6161,2,train
27525,1,train
2059,1,train
17187,0,train
4245,3,train
12485,0,train
27496,0,train
1339,1,train
18081,2,train
8525,3,train
27985,1,train
10426,3,train
1095,2,train
7337,4,train
21138,2,train
11398,1,train
17980,2,train
25275,2,train
16904,3,train
10190,0,train
25195,0,train
4111,2,train
27165,0,train
5301,4,train
19912,2,train
22183,4,train
10424,0,train
22916,4,train
27547,2,train
22722,4,train
19726,1,train
20839,2,train
4688,2,train
17222,2,train
10515,2,train
24833,3,train
580,1,train
1551,3,train
13664,0,train
26500,4,train
8661,1,train
19522,3,train
8792,2,train
21871,3,train
10214,3,train
16621,3,train
24121,3,train
28945,4,train
647,1,train
20275,2,train
11709,4,train
28873,1,train
20237,0,train
28845,3,train
21046,2,train
19239,2,train
17188,2,train
17245,4,train
22431,3,train
1258,2,train
15926,0,train
27789,2,train
9987,1,train
4116,1,train
13256,4,train
9866,2,train
12111,3,train
3317,2,train
26262,3,train
11435,4,train
25631,0,train
4381,2,train
13070,0,train
27577,3,train
20390,4,train
19039,0,train
13368,0,train
8545,2,train
25970,1,train
13578,4,train
569,0,train
25634,3,train
17538,1,train
5691,4,train
15113,3,train
17292,0,train
14575,4,train
542,0,train
25787,3,train
7336,2,train
24114,2,train
12634,0,train
12443,3,train
25140,1,train
145,1,train
9850,4,train
2187,1,train
558,2,train
29041,2,train
18507,1,train
6686,1,train
172,0,train
6029,1,train
18975,3,train
22086,0,train
1322,4,train
28536,1,train
21269,3,train
12033,4,train
1865,0,train
14322,4,train
24959,0,train
19968,1,train
6432,0,train
29942,2,train
10289,4,train
22847,0,train
14976,3,train
6238,1,train
8313,4,train
22411,0,train
3601,0,train
14773,3,train
15303,1,train
16278,1,train
28287,4,train
18458,3,train
2103,4,train
10837,3,train
6846,1,train
29046,0,train
17252,3,train
3207,3,train
12795,1,train
2511,4,train
11382,3,train
19512,0,train
4924,2,train
25517,0,train
24011,1,train
9187,2,train
26080,2,train
28595,0,train
2440,4,train
22122,1,train
1951,4,train
8596,3,train
11984,4,train
17906,0,train
14465,2,train
17536,0,train
12577,0,train
28958,4,train
28891,2,train
27001,0,train
9762,1,train
14325,2,train
9505,2,train
27009,4,train
8695,3,train
4938,1,train
9543,2,train
29121,1,train
21866,4,train
26363,3,train
24290,4,train
22176,2,train
6008,1,train
15088,3,train
16484,4,train
19175,0,train
1281,3,train
21344,2,train
26170,4,train
15874,0,train
11454,2,train
5936,4,train
18791,3,train
13215,1,train
27123,0,train
8369,1,train
15136,1,train
10581,0,train
5285,4,train
4752,2,train
24427,0,train
23933,4,train
8381,2,train
11600,3,train
6901,1,train
10430,4,train
22147,2,train
7008,1,train
6248,2,train
17604,0,train
9880,4,train
7772,1,train
11971,4,train
23639,4,train
3749,2,train
14932,1,train
