index,label,set
3503,1,train
10343,2,train
20268,4,train
11176,4,train
26830,0,train
12081,3,train
11903,2,train
17619,1,train
8326,0,train
3544,1,train
497,1,train
11349,2,train
27999,2,train
2788,1,train
3186,1,train
21894,0,train
8447,0,train
28768,4,train
7550,3,train
12644,3,train
23153,4,train
24263,0,train
29582,2,train
13049,1,train
28872,2,train
26476,1,train
4438,0,train
12916,1,train
28129,2,train
2395,4,train
19256,3,train
17110,3,train
21624,2,train
442,2,train
20701,3,train
23312,3,train
6028,1,train
22632,1,train
6953,4,train
21657,4,train
12513,1,train
22521,0,train
12638,2,train
23012,4,train
28979,3,train
8446,4,train
6770,4,train
25585,3,train
3822,2,train
21453,2,train
23178,0,train
13760,0,train
13500,1,train
28307,4,train
27936,3,train
10944,2,train
20303,3,train
6289,3,train
18874,2,train
2010,0,train
28837,2,train
20107,0,train
20489,4,train
9587,0,train
23798,1,train
15601,1,train
1691,3,train
8001,4,train
2031,2,train
11365,4,train
6473,4,train
17004,2,train
21957,2,train
8987,3,train
9347,2,train
26138,4,train
16637,3,train
25021,3,train
25074,1,train
13122,4,train
14845,3,train
155,0,train
18782,1,train
12348,0,train
7594,0,train
24779,2,train
29113,2,train
11083,1,train
1080,2,train
21061,3,train
23471,1,train
13478,4,train
7862,4,train
2262,0,train
6146,3,train
21962,4,train
16048,4,train
13357,3,train
10026,1,train
1962,0,train
4158,1,train
24938,4,train
17809,2,train
21614,4,train
22915,4,train
28593,0,train
16689,2,train
22826,1,train
9924,4,train
22570,2,train
17354,2,train
8072,1,train
24035,4,train
26564,1,train
64,2,train
7207,2,train
12358,1,train
28424,0,train
20621,4,train
28056,3,train
21614,4,train
18625,2,train
7272,0,train
12618,0,train
23783,3,train
12762,4,train
27723,0,train
25490,1,train
7989,2,train
19514,0,train
19216,1,train
24843,4,train
5968,1,train
22558,1,train
27246,3,train
1558,0,train
29347,0,train
8425,4,train
10408,4,train
3006,0,train
15849,1,train
5237,4,train
2349,1,train
10808,0,train
15631,1,train
17288,4,train
7738,1,train
18402,0,train
