index,label,set
1514,2,train
26680,1,train
16304,4,train
20416,2,train
3750,4,train
28914,2,train
22352,2,train
21272,4,train
14226,1,train
14984,2,train
28443,1,train
9490,0,train
6060,2,train
21767,2,train
13883,1,train
9942,0,train
9470,2,train
21189,0,train
1611,4,train
21778,0,train
1410,2,train
8299,0,train
27200,2,train
8872,0,train
10037,3,train
22157,4,train
23308,3,train
12738,1,train
2822,1,train
8337,2,train
12534,2,train
20914,4,train
14942,3,train
26849,4,train
13384,2,train
2654,2,train
11341,2,train
21088,0,train
7719,3,train
11886,4,train
21749,2,train
25275,2,train
9607,0,train
28422,0,train
25673,1,train
25534,2,train
11011,4,train
15644,3,train
9663,2,train
29440,4,train
2751,2,train
4808,2,train
9155,1,train
2470,4,train
10676,0,train
9494,0,train
22382,4,train
321,1,train
22072,4,train
27011,0,train
11609,4,train
27224,2,train
29463,3,train
10154,3,train
17085,2,train
15315,0,train
6868,4,train
17743,0,train
10451,3,train
26901,1,train
19614,0,train
10730,4,train
22916,4,train
23170,0,train
25749,2,train
13003,1,train
5949,2,train
7551,0,train
29551,4,train
14121,1,train
16461,4,train
22786,0,train
11778,2,train
13121,0,train
28420,3,train
12800,2,train
23933,4,train
13464,0,train
24532,1,train
14734,4,train
9502,2,train
27847,3,train
23365,2,train
6657,2,train
7374,3,train
19436,3,train
21451,3,train
26529,3,train
2740,0,train
25120,4,train
15373,1,train
19487,3,train
2602,2,train
10806,3,train
4298,0,train
14450,2,train
17366,0,train
252,0,train
22176,2,train
28107,4,train
12848,4,train
24450,0,train
12741,2,train
8822,1,train
171,1,train
17091,0,train
18692,3,train
14478,0,train
27393,1,train
22678,1,train
19770,4,train
22827,1,train
8572,0,train
5666,0,train
12848,4,train
1339,1,train
18343,2,train
25360,2,train
26925,2,train
7965,0,train
23620,1,train
3847,1,train
26371,1,train
15727,3,train
20249,3,train
25818,2,train
23822,3,train
15656,0,train
5111,0,train
4056,0,train
20895,1,train
5692,2,train
4148,2,train
19407,3,train
27254,0,train
28379,2,train
21400,0,train
14284,3,train
2595,3,train
26031,3,train
21119,1,train
22726,4,train
8683,0,train
21544,0,train
692,3,train
25941,4,train
14655,2,train
29642,1,train
794,0,train
5655,3,train
27046,2,train
1671,3,train
27678,3,train
3988,2,train
5791,2,train
2063,0,train
27333,1,train
26265,1,train
14889,2,train
15622,1,train
25866,4,train
29018,4,train
3245,2,train
14787,4,train
5135,2,train
14901,1,train
27252,2,train
10033,0,train
18173,0,train
20813,3,train
20837,2,train
5251,3,train
23658,1,train
2970,1,train
8755,1,train
21686,4,train
27941,3,train
25638,0,train
29653,3,train
20510,4,train
12723,0,train
28137,2,train
13429,3,train
22145,3,train
26001,0,train
12388,2,train
18943,0,train
5760,1,train
11296,1,train
29574,0,train
28130,2,train
14525,2,train
4045,1,train
1200,1,train
13213,1,train
20703,0,train
2378,3,train
2607,3,train
9359,3,train
16035,4,train
19014,4,train
22431,3,train
24842,4,train
19683,0,train
13939,0,train
22143,1,train
7368,4,train
2127,4,train
28121,1,train
19157,0,train
5725,4,train
2737,3,train
6907,0,train
19956,2,train
8939,0,train
17362,0,train
18440,3,train
29358,2,train
25985,2,train
15329,0,train
29959,0,train
15763,1,train
10085,0,train
684,4,train
1015,0,train
12838,4,train
6486,3,train
9154,1,train
15848,0,train
13482,4,train
14810,2,train
24820,1,train
9058,0,train
12317,0,train
28846,0,train
8624,0,train
16254,0,train
2016,0,train
