index,label,set
13059,0,train
2548,2,train
18179,4,train
19202,4,train
26556,1,train
26971,0,train
7175,3,train
10356,1,train
13287,0,train
792,1,train
25801,3,train
29163,0,train
10488,1,train
20866,4,train
5306,4,train
8264,4,train
26665,3,train
25740,2,train
16739,3,train
23566,4,train
1229,0,train
21159,2,train
20050,2,train
11342,3,train
21003,0,train
29517,1,train
6773,2,train
15242,2,train
13564,2,train
912,4,train
7570,4,train
17690,3,train
5925,1,train
21392,2,train
18666,4,train
27325,3,train
27,3,train
10724,3,train
24120,1,train
22444,2,train
9836,0,train
4100,4,train
7842,2,train
3771,0,train
16057,0,train
5468,0,train
9161,0,train
26507,4,train
2488,0,train
19785,1,train
28417,3,train
28721,2,train
29154,2,train
8725,0,train
10365,4,train
20736,1,train
17484,0,train
21604,0,train
24937,2,train
1440,4,train
12906,4,train
10927,2,train
22470,4,train
13999,0,train
6986,2,train
2088,0,train
26565,2,train
13543,4,train
24287,1,train
16410,0,train
7282,0,train
20312,0,train
11906,1,train
11574,2,train
25403,0,train
19626,3,train
29438,2,train
24319,1,train
12161,4,train
23994,2,train
9636,1,train
26211,3,train
22545,4,train
23333,4,train
4269,4,train
24901,2,train
20232,1,train
965,2,train
9002,2,train
22025,3,train
18338,2,train
12409,0,train
14452,0,train
1009,1,train
8535,3,train
1843,3,train
9597,3,train
9523,4,train
21145,2,train
24701,3,train
29337,4,train
11483,0,train
8146,2,train
26762,4,train
12778,0,train
13680,4,train
22052,0,train
1821,0,train
3352,1,train
16640,1,train
1079,3,train
25542,4,train
13760,0,train
14600,4,train
29381,3,train
11890,3,train
8471,1,train
25049,3,train
6304,4,train
11453,3,train
2353,4,train
21000,3,train
21936,0,train
24934,4,train
3979,0,train
14235,3,train
2890,2,train
1184,1,train
10167,3,train
17820,1,train
13026,0,train
25812,4,train
11510,0,train
10585,3,train
5956,1,train
25982,1,train
11715,3,train
1199,0,train
12668,3,train
5022,4,train
23138,1,train
26531,3,train
26741,4,train
436,4,train
6227,1,train
12642,2,train
17588,0,train
20084,2,train
1243,2,train
13385,4,train
28989,0,train
7621,1,train
29631,3,train
4738,4,train
18409,1,train
28167,4,train
26731,4,train
1229,0,train
8497,4,train
29595,1,train
10330,1,train
28255,0,train
29823,2,train
19569,4,train
3600,0,train
25363,3,train
22959,0,train
26877,2,train
23519,0,train
24650,3,train
17953,2,train
14455,3,train
25291,1,train
28376,0,train
16678,2,train
16687,0,train
3974,3,train
16894,3,train
19064,4,train
14568,0,train
26586,0,train
16224,0,train
29858,2,train
15998,2,train
22477,3,train
13785,2,train
15759,3,train
11994,0,train
10710,1,train
20909,1,train
23105,3,train
5541,1,train
4286,1,train
14739,4,train
15800,4,train
9438,3,train
21776,4,train
8220,0,train
26114,0,train
29376,3,train
6987,1,train
11770,2,train
24610,2,train
7544,0,train
25400,1,train
1303,3,train
26531,3,train
26189,2,train
16170,3,train
27226,3,train
3772,3,train
16494,0,train
10409,1,train
21146,2,train
22919,1,train
11163,0,train
6138,0,train
16821,0,train
22873,4,train
25213,4,train
8140,1,train
2766,4,train
324,3,train
18987,2,train
3715,1,train
13579,0,train
8211,1,train
1808,2,train
13497,0,train
26984,0,train
6755,4,train
29182,1,train
27402,2,train
11299,0,train
11175,2,train
17252,3,train
29819,0,train
17530,0,train
20037,4,train
6205,0,train
16471,0,train
4477,3,train
60,3,train
23477,0,train
28586,4,train
18072,0,train
20558,3,train
18780,3,train
24776,3,train
23267,4,train
9323,4,train
2967,3,train
14870,4,train
17487,0,train
22383,2,train
17798,0,train
28415,2,train
9203,3,train
20537,0,train
9777,0,train
11571,1,train
20886,3,train
14024,3,train
18953,1,train
12200,4,train
10048,1,train
18796,2,train
20400,0,train
1587,2,train
3638,0,train
14248,2,train
16925,0,train
884,1,train
12390,2,train
9052,4,train
17224,1,train
1663,0,train
20542,2,train
26904,1,train
22566,0,train
6036,2,train
28909,1,train
25834,2,train
883,4,train
5678,4,train
7833,0,train
9066,3,train
12952,0,train
12322,1,train
17490,2,train
5227,2,train
4875,4,train
7696,3,train
1391,0,train
14150,0,train
15249,3,train
24957,0,train
23107,1,train
25486,0,train
408,3,train
552,1,train
5897,2,train
2123,1,train
13324,1,train
18188,0,train
28798,3,train
26073,0,train
18818,2,train
26849,4,train
23632,2,train
16885,4,train
16138,4,train
14234,2,train
20538,1,train
14926,3,train
7498,3,train
15358,0,train
2427,0,train
6118,4,train
6007,2,train
20921,0,train
22482,0,train
22115,0,train
18119,1,train
13243,0,train
28674,4,train
20888,4,train
23298,0,train
29924,4,train
16270,0,train
26139,1,train
22954,2,train
15683,4,train
7106,1,train
25730,4,train
12603,1,train
10055,0,train
8144,3,train
22037,1,train
25726,4,train
425,3,train
22610,4,train
14077,1,train
13729,0,train
20275,2,train
2687,4,train
6053,4,train
12467,1,train
24054,0,train
13714,2,train
7111,3,train
18208,4,train
11988,2,train
11027,1,train
29279,2,train
12314,1,train
13125,2,train
194,1,train
26309,4,train
19073,2,train
29426,0,train
23760,1,train
15506,1,train
21652,3,train
23824,0,train
8163,4,train
22155,0,train
27970,4,train
9510,2,train
13584,4,train
3735,2,train
6863,4,train
3829,3,train
2503,2,train
19306,3,train
1812,4,train
23095,1,train
24971,1,train
10153,0,train
13737,3,train
17526,2,train
316,2,train
11269,1,train
13964,1,train
16155,3,train
28101,4,train
1271,4,train
11170,3,train
19506,4,train
16052,3,train
14837,3,train
24349,2,train
17452,3,train
25199,4,train
27160,1,train
1449,1,train
20709,0,train
12564,2,train
24014,2,train
5581,0,train
22980,4,train
26955,2,train
13178,1,train
11103,0,train
6109,0,train
3735,2,train
6461,2,train
119,4,train
16888,3,train
10473,4,train
185,1,train
28466,2,train
21721,0,train
20217,2,train
7076,3,train
13113,1,train
21813,2,train
2584,3,train
3016,1,train
15928,3,train
22479,2,train
6723,1,train
20367,4,train
16722,0,train
7991,1,train
25586,0,train
16712,0,train
85,0,train
9534,3,train
1482,2,train
16749,0,train
22488,0,train
14587,4,train
16157,1,train
4217,3,train
22995,2,train
13991,3,train
14158,0,train
24939,0,train
25925,0,train
23147,1,train
9399,3,train
25796,2,train
3381,3,train
7036,0,train
29134,2,train
27244,4,train
16737,0,train
23049,3,train
10828,0,train
11777,3,train
6940,4,train
9059,1,train
18606,1,train
27263,3,train
8240,4,train
27896,3,train
15081,0,train
16485,3,train
9965,4,train
29992,4,train
20688,0,train
20367,4,train
13557,3,train
22730,2,train
7900,4,train
17937,3,train
4247,3,train
20734,3,train
6326,2,train
14108,1,train
12317,0,train
15834,3,train
10281,1,train
25991,0,train
18049,1,train
4464,2,train
5172,0,train
21808,2,train
13007,0,train
15494,1,train
17819,4,train
15830,1,train
16102,1,train
27337,4,train
915,0,train
145,1,train
18578,2,train
10276,0,train
20091,0,train
790,0,train
4004,1,train
20412,4,train
1756,0,train
6124,2,train
8480,4,train
949,1,train
18823,3,train
19449,0,train
984,4,train
11197,0,val
8443,2,val
14811,0,val
20594,1,val
11283,1,val
9078,2,val
26424,2,val
12138,4,val
596,3,val
17776,0,val
24957,0,val
12845,3,val
23302,0,val
12772,1,val
13240,0,val
7982,1,val
26264,4,val
482,3,val
20738,4,val
26955,2,val
2110,3,val
8655,1,val
24046,2,val
7281,4,val
26384,4,val
20495,2,val
9443,4,val
14170,0,val
23791,1,val
27669,0,val
12667,3,val
23714,2,val
479,0,val
21769,3,val
15377,1,val
6050,4,val
22440,3,val
2816,1,val
21623,2,val
18442,4,val
18634,3,val
5629,4,val
2493,0,val
14755,3,val
26825,0,val
27336,1,val
8969,4,val
3475,1,val
3123,3,val
18640,3,val
7044,1,val
23060,3,val
18642,0,val
6692,0,val
17037,2,val
22874,3,val
8612,3,val
10510,0,val
6901,1,val
21435,2,val
20323,0,val
17911,3,val
26886,4,val
21118,2,val
3738,4,val
6585,1,val
10236,2,val
16152,2,val
6972,4,val
27784,1,val
21207,4,val
21082,2,val
29241,4,val
17374,4,val
28490,3,val
10200,4,val
1905,2,val
21245,2,val
5754,4,val
15818,2,val
15811,1,val
12732,2,val
14904,0,val
