index,label,set
20983,2,train
21506,3,train
2880,3,train
18496,4,train
6601,0,train
14606,2,train
5951,1,train
24084,0,train
23542,1,train
14026,3,train
5539,0,train
13028,0,train
6450,3,train
641,4,train
3608,0,train
23493,0,train
7417,0,train
24885,2,train
17715,4,train
6598,0,train
8579,4,train
3537,1,train
28306,3,train
27314,3,train
10465,3,train
4266,1,train
9104,0,train
20563,2,train
22186,3,train
13714,2,train
20401,0,train
8148,1,train
13467,4,train
1284,4,train
2610,0,train
19082,3,train
14490,2,train
13347,1,train
14324,2,train
4863,3,train
2586,2,train
28737,4,train
14162,2,train
24108,3,train
12877,2,train
29370,1,train
8331,0,train
17323,3,train
9088,4,train
21135,0,train
7798,4,train
18024,1,train
7996,2,train
13007,0,train
21538,0,train
22961,2,train
15068,2,train
5646,4,train
12943,3,train
15182,3,train
18552,1,train
10665,3,train
17775,0,train
11164,1,train
22555,3,train
13252,4,train
5148,2,train
5507,3,train
2094,1,train
25914,4,train
16387,0,train
21627,3,train
2309,0,train
15162,0,train
2541,3,train
20510,4,train
20312,0,train
14343,2,train
29563,0,train
22232,3,train
13106,0,train
29693,0,train
11289,4,train
3063,3,train
7218,3,train
15560,4,train
3472,1,train
13781,4,train
20092,3,train
15028,1,train
3936,2,train
6784,2,train
16089,2,train
6248,2,train
8428,2,train
27690,2,train
5278,4,train
13264,4,train
14725,1,train
22815,3,train
16752,1,train
23229,1,train
13900,1,train
13763,0,train
14034,2,train
927,4,train
25144,2,train
24597,2,train
10380,1,train
6967,4,train
12716,4,train
11250,0,train
4043,2,train
5493,1,train
2857,3,train
22186,3,train
9857,2,train
29667,0,train
325,4,train
9009,4,train
28852,3,train
60,3,train
23783,3,train
12107,1,train
29094,2,train
3965,4,train
29400,1,train
22810,4,train
4732,0,train
19308,4,train
21088,0,train
5884,0,train
25498,2,train
20770,3,train
24627,3,train
6247,3,train
8498,0,train
18497,1,train
10223,4,train
1598,2,train
23981,4,train
22850,2,train
14842,1,train
16570,4,train
17567,2,train
28855,1,train
12692,2,train
4913,0,train
10319,0,train
6809,3,train
9698,0,train
7255,3,train
24073,2,train
12764,0,train
3396,3,train
7452,4,train
12169,1,train
