index,label,set
26296,4,train
19629,4,train
1371,4,train
4993,2,train
12207,3,train
3167,2,train
29497,2,train
26090,0,train
7740,3,train
15474,3,train
8874,1,train
3649,0,train
28115,3,train
22926,3,train
4136,4,train
20094,0,train
17881,2,train
13543,4,train
25416,0,train
9360,0,train
8629,0,train
8464,0,train
2717,2,train
13753,0,train
2981,2,train
14848,3,train
16692,4,train
29312,1,train
562,0,train
17224,1,train
24657,2,train
3302,0,train
10762,0,train
12525,0,train
15373,1,train
29221,3,train
16286,1,train
14527,3,train
21194,3,train
27608,3,train
27833,4,train
18996,3,train
29676,2,train
25938,0,train
9092,3,train
3786,2,train
24288,2,train
25435,1,train
3002,2,train
5451,0,train
22248,1,train
23608,2,train
12379,0,train
27214,1,train
3040,2,train
3629,4,train
6221,1,train
17907,0,train
21177,0,train
25020,2,train
18961,4,train
13258,4,train
26600,3,train
21483,0,train
23042,4,train
3804,3,train
3724,3,train
24424,1,train
22705,2,train
1723,1,train
1662,4,train
14709,1,train
12311,2,train
714,4,train
26242,0,train
28816,2,train
26065,3,train
18737,0,train
7684,0,train
13838,2,train
4916,3,train
4881,2,train
28439,4,train
1351,1,train
27388,3,train
7416,0,train
13166,0,train
17213,3,train
22124,1,train
2466,3,train
5623,2,train
28274,0,train
24334,0,train
1939,0,train
8039,1,train
19805,0,train
25761,2,train
28055,3,train
22491,3,train
27965,0,train
17632,2,train
7772,1,train
29842,0,train
438,0,train
7674,1,train
23194,0,train
4754,2,train
21512,0,train
25535,4,train
11418,1,train
21548,3,train
12856,2,train
528,2,train
7104,0,train
24234,2,train
19649,3,train
10472,2,train
24350,4,train
27157,2,train
6245,4,train
3367,2,train
22335,2,train
2369,0,train
14341,4,train
19480,1,train
1148,1,train
2377,4,train
12433,3,train
12528,0,train
2242,2,train
23909,2,train
2419,2,train
26620,4,train
24129,2,train
27946,1,train
19011,1,train
10944,2,train
14608,4,train
29959,0,train
488,0,train
29179,3,train
16607,2,train
27501,2,train
2100,4,train
14533,4,train
9147,1,train
20545,3,train
21908,1,train
13216,4,train
18206,0,train
16371,0,train
4813,1,train
29508,4,train
23232,1,train
6853,0,train
3196,1,train
11947,2,train
1560,2,train
21685,1,train
14479,0,train
11447,0,train
11897,3,train
1373,4,train
28308,4,train
22022,2,train
29359,4,train
26776,1,train
945,4,train
22874,3,train
29526,3,train
18060,2,train
880,1,train
14907,4,train
17194,0,train
8419,3,train
22307,1,train
11955,0,train
2857,3,train
1424,3,train
7419,3,train
7605,1,train
7540,2,train
13536,4,train
15608,3,train
12802,3,train
29899,0,train
20207,4,train
26088,1,train
12984,0,train
19663,2,train
29895,2,train
24042,2,train
7081,4,train
20974,2,train
8241,4,train
27920,1,train
27219,4,train
14279,2,train
23085,0,train
10958,2,train
19083,2,train
5741,2,train
6651,4,train
25165,4,train
11671,4,train
10620,1,train
8688,2,train
14704,2,train
9357,2,train
22424,4,train
8836,4,train
15666,2,train
14366,2,train
18381,0,train
18578,2,train
15535,3,train
15953,2,train
17919,1,train
28126,2,train
19493,1,train
9078,2,train
14711,4,train
6685,4,train
28195,1,train
9435,1,train
21169,0,train
28685,3,train
24992,2,train
10338,1,train
24026,4,train
10448,2,train
15266,0,train
15721,1,train
8518,1,train
7286,0,train
29454,1,train
17129,1,train
13020,0,train
13523,4,train
2469,4,train
12071,0,train
8848,3,train
28508,1,train
22451,1,train
6277,2,train
5210,3,train
27254,0,train
8471,1,train
19736,0,train
5775,3,train
24651,3,train
1592,2,train
4053,2,train
20836,4,train
23174,2,train
10802,0,train
19589,1,train
3333,2,train
10889,3,train
16601,3,train
594,0,train
10633,1,train
25649,1,train
17062,3,train
3886,4,train
13123,4,train
24792,1,train
18337,3,train
13932,0,train
5388,0,train
18659,3,train
28919,0,train
10537,2,train
11167,1,train
29475,3,train
3672,3,train
18068,3,train
10511,3,train
7109,1,train
429,3,train
4116,1,train
13664,0,train
18740,3,train
3648,3,train
20503,2,train
27719,1,train
20016,1,train
5760,1,train
26240,1,train
7654,3,train
23529,4,train
11756,1,train
25328,2,train
28307,4,train
24164,2,train
7419,3,train
120,4,train
16612,2,train
10766,1,train
8191,3,train
16307,4,train
18488,3,train
28272,0,train
7429,3,train
25726,4,train
3878,1,train
25896,4,train
27861,1,train
29112,4,train
26253,4,train
5499,1,train
10609,1,train
1157,1,train
13579,0,train
16339,1,train
491,1,train
11143,4,train
21019,3,train
2161,2,train
11280,1,train
12775,4,train
5646,4,train
18759,1,train
26775,1,train
20930,3,train
29653,3,train
9934,3,train
3773,3,train
12207,3,train
24643,1,train
5145,3,train
20441,3,train
29200,4,train
11868,1,train
15073,0,train
5794,3,train
73,1,train
1162,0,train
2418,0,train
3289,4,train
20913,3,train
2782,3,train
18903,1,train
4518,3,train
1315,2,train
25820,0,train
3018,1,train
28742,1,train
20616,3,train
2676,3,train
15360,3,train
17330,0,train
22024,1,train
25287,4,train
13863,0,train
5361,3,train
8286,3,train
5679,0,train
2610,0,train
9730,3,train
3847,1,train
19508,3,train
13822,1,train
27065,4,train
16313,3,train
6503,2,train
13479,3,train
9788,0,train
13077,1,train
1908,4,train
2087,3,train
3330,4,train
27095,3,train
3610,4,train
14173,2,train
2438,0,train
3553,1,train
22826,1,train
20104,3,train
2052,0,train
5821,1,train
27781,2,train
8107,0,train
26290,3,train
24438,0,train
25781,1,train
13551,3,train
26198,2,train
18480,2,train
20295,1,train
23050,4,train
27003,0,train
26236,0,train
18677,1,train
17779,0,train
15587,3,train
19662,1,train
10173,1,train
1559,0,train
3453,4,train
3553,1,train
22890,0,train
19129,2,train
23456,1,train
9984,2,train
3954,4,train
4801,3,train
7602,1,train
18545,3,train
14640,1,train
20896,1,train
26107,2,train
22864,4,train
15902,0,train
13829,2,train
7537,2,train
18300,3,train
3607,2,train
17051,2,train
28223,0,train
1105,4,train
29481,3,train
25873,0,train
11744,1,train
19085,3,train
15332,1,train
26943,3,train
23226,2,train
1369,2,train
18565,1,train
13436,1,train
18420,1,train
17981,4,train
29143,4,train
7680,3,train
25597,2,train
12313,3,train
25123,4,train
11425,1,train
2840,2,train
24053,1,train
8645,2,train
1187,4,train
9140,4,train
17391,0,train
15789,0,train
6852,1,train
14012,3,train
16517,2,train
215,2,train
834,0,train
20904,2,train
25424,0,train
29714,2,train
26163,1,train
27290,3,train
23691,0,train
23174,2,train
24349,2,train
14699,4,train
7873,3,train
16982,0,train
28814,2,train
2434,2,train
12917,4,train
14401,0,train
5177,3,train
4269,4,train
1636,0,train
22482,0,train
13351,4,train
29346,4,train
8075,0,train
5532,0,train
5946,2,train
11084,3,train
11562,2,train
4800,4,train
10988,0,train
28681,1,train
7167,3,train
16001,3,train
23621,2,train
24501,2,train
905,2,train
2186,1,train
12506,2,train
10086,4,train
24602,2,train
19920,4,train
27488,3,train
29429,3,train
15957,0,train
29849,2,train
27989,3,train
24305,2,train
11130,4,train
13397,0,train
26497,3,train
20957,1,train
6644,0,val
11246,0,val
2693,1,val
2687,4,val
4310,4,val
5291,3,val
19771,3,val
19001,4,val
20915,0,val
16348,1,val
10938,3,val
24279,2,val
29299,4,val
8157,4,val
23843,0,val
21668,4,val
26579,4,val
926,1,val
16736,4,val
18694,0,val
16212,2,val
8011,0,val
24173,2,val
19373,2,val
23674,1,val
11725,2,val
2412,2,val
11383,0,val
16222,0,val
13437,3,val
29668,2,val
25728,4,val
3109,1,val
14890,1,val
4306,4,val
2446,1,val
16181,0,val
23602,3,val
2674,3,val
5564,3,val
29066,1,val
7814,3,val
25014,0,val
4189,4,val
17842,3,val
26579,4,val
8335,2,val
5149,2,val
13546,4,val
4642,3,val
21312,1,val
22949,3,val
8513,1,val
815,2,val
22065,1,val
24265,2,val
4519,1,val
9621,3,val
4132,1,val
4841,0,val
5295,1,val
1412,1,val
25466,3,val
2369,0,val
18088,2,val
26925,2,val
24930,2,val
21277,4,val
712,3,val
7883,2,val
24478,2,val
27003,0,val
10891,3,val
13103,4,val
7489,0,val
9490,0,val
12650,4,val
27367,2,val
11923,4,val
15075,0,val
322,0,val
20678,0,val
10393,2,val
25644,4,val
3359,0,val
16444,3,val
12381,1,val
2307,1,val
1699,2,val
4200,2,val
26080,2,val
7179,4,val
4238,3,val
7524,1,val
15025,2,val
4703,0,val
6963,0,val
13454,0,val
17744,2,val
11174,4,val
5955,1,val
29212,2,val
13465,3,val
15197,3,val
4913,0,val
7890,3,val
15116,2,val
15267,3,val
1663,4,test
3342,0,test
4739,2,test
4443,4,test
4795,2,test
4467,4,test
2221,2,test
836,3,test
709,4,test
3350,0,test
2062,4,test
2621,2,test
1435,4,test
2807,1,test
328,3,test
112,1,test
3973,0,test
4147,3,test
3416,4,test
2342,0,test
2153,2,test
2555,1,test
3161,2,test
94,2,test
3312,2,test
1032,4,test
2563,0,test
4569,2,test
3252,2,test
4476,1,test
4829,4,test
1825,2,test
3217,3,test
3341,2,test
1296,4,test
751,1,test
4820,4,test
2063,2,test
1026,2,test
2324,4,test
3401,0,test
4433,3,test
4555,4,test
1032,4,test
3703,0,test
4970,4,test
3166,2,test
3155,1,test
3669,0,test
2513,1,test
696,3,test
2849,3,test
519,2,test
1139,3,test
659,4,test
3809,3,test
2218,2,test
3599,1,test
1350,2,test
1787,0,test
517,1,test
625,0,test
3613,1,test
4326,2,test
3864,3,test
2654,1,test
1818,2,test
4852,2,test
2888,2,test
3279,0,test
1633,0,test
439,3,test
3121,4,test
4674,2,test
1696,1,test
334,3,test
4488,4,test
1434,4,test
3267,2,test
3601,0,test
2354,2,test
1095,1,test
4716,0,test
893,2,test
1485,1,test
2489,0,test
957,4,test
520,3,test
1636,1,test
1544,2,test
934,0,test
48,3,test
2804,1,test
2896,4,test
3008,3,test
1161,2,test
370,2,test
514,0,test
913,4,test
3847,1,test
1519,2,test
2136,1,test
3778,4,test
2954,1,test
1674,2,test
2471,2,test
921,0,test
4750,0,test
