index,label,set
10647,0,train
28959,1,train
5934,4,train
22379,2,train
19355,4,train
13697,3,train
12219,1,train
1804,0,train
4182,3,train
14084,0,train
25191,2,train
4312,4,train
5553,3,train
16890,0,train
6767,4,train
7730,3,train
14873,2,train
8717,3,train
13284,1,train
12464,4,train
18221,3,train
28549,3,train
22870,2,train
26869,0,train
2019,1,train
13060,0,train
6444,1,train
12937,4,train
2298,2,train
9098,1,train
15280,0,train
22511,1,train
17834,4,train
11137,4,train
2897,0,train
10830,1,train
17336,2,train
18255,3,train
9526,4,train
21352,2,train
24788,4,train
3443,0,train
9570,3,train
19710,2,train
23658,1,train
4412,3,train
4108,2,train
721,4,train
13722,4,train
28948,3,train
23991,4,train
18943,0,train
15303,1,train
20778,4,train
29992,4,train
5137,0,train
4698,0,train
28028,1,train
4392,0,train
524,2,train
14382,4,train
29078,3,train
8431,0,train
22683,1,train
3462,4,train
25885,4,train
29464,1,train
11856,2,train
17720,1,train
28267,3,train
27197,2,train
8528,1,train
2038,4,train
6914,0,train
5025,1,train
15006,2,train
28693,0,train
29319,1,train
19288,2,train
28995,0,train
2901,4,train
17963,1,train
13063,0,train
15247,1,train
19064,4,train
12869,2,train
23072,2,train
24944,3,train
8086,3,train
27839,4,train
27455,0,train
15561,3,train
1985,1,train
23420,2,train
22126,3,train
29654,1,train
23644,1,train
7703,2,train
6099,3,train
6862,1,train
5550,4,train
3213,3,train
27525,1,train
12411,0,train
175,1,train
7075,1,train
18440,3,train
19778,0,train
29708,0,train
18444,3,train
11182,2,train
14582,0,train
8119,0,train
12468,0,train
9966,1,train
12720,4,train
26088,1,train
5895,4,train
19013,3,train
15185,4,train
5731,3,train
6590,3,train
22114,4,train
25500,0,train
4106,4,train
5908,0,train
5982,3,train
3399,2,train
25361,3,train
23448,3,train
15725,1,train
869,3,train
16630,1,train
27339,2,train
20742,4,train
9426,1,train
21918,2,train
23335,0,train
8024,1,train
12581,2,train
20077,0,train
2703,4,train
7305,3,train
6763,4,train
27391,1,train
4815,3,train
1730,3,train
433,2,train
24915,1,train
22622,2,train
376,4,train
11902,3,train
22420,4,train
3274,2,train
12767,1,train
13548,1,train
19363,2,train
6038,2,train
701,4,train
4183,0,train
19934,3,train
15703,3,train
27813,0,train
21728,1,train
14153,0,train
12327,0,train
1323,0,train
14099,3,train
8410,1,train
18913,1,train
20441,3,train
17288,4,train
29540,4,train
4768,4,train
22091,2,train
836,3,train
18306,3,train
8584,0,train
19907,3,train
12537,0,train
19160,1,train
7985,4,train
1056,4,train
8681,4,train
21247,4,train
3623,3,train
29430,1,train
8815,4,train
19253,0,train
24467,0,train
5247,1,train
3489,1,train
24640,3,train
7681,3,train
4353,1,train
28649,2,train
10252,3,train
25404,3,train
3556,3,train
26681,0,train
11186,0,train
18383,3,train
16194,2,train
14234,2,train
6101,1,train
776,1,train
3246,3,train
22439,1,train
24590,4,train
857,1,train
26188,4,train
16894,3,train
14759,3,train
24121,3,train
23516,2,train
