execution_times,loss_values,loss_val_values,converged,steps
52.19778108596802,0.6168317448559172,0.7993976058153283,True,25
45.896260023117065,0.6556708516165067,0.7609024781979559,True,22
44.691630601882935,0.644923455831446,0.8104780153749175,True,21
60.265541553497314,0.6971175100148882,0.7746182210438122,True,23
48.88112473487854,0.6631268767923668,0.8058866619553537,True,19
56.17966294288635,0.6775563095081495,0.8133411823496766,True,23
58.79861426353455,0.572467166538498,0.7226326235680519,True,22
56.95170903205872,0.6910583944789396,0.8384631842709493,True,24
52.02209377288818,0.697420026479791,0.7902663624698703,True,19
60.53759551048279,0.7443302551947858,0.8410092220077211,True,24
43.31214165687561,0.7167583945381516,0.812311503346233,True,15
42.09016036987305,0.7153449418855747,0.8266544429999257,True,14
66.60859107971191,0.7179216185771835,0.8022027433972265,True,24
68.2824935913086,0.6585256197321618,0.738992228031347,True,24
58.46788120269776,0.6842225555222655,0.785265907572343,True,21
69.19110918045044,0.655676316955193,0.7533940641898216,True,28
52.366180181503296,0.7025602806147786,0.785381919578525,True,21
42.89456820487976,0.7001005677780254,0.85904366109377,True,18
51.541927337646484,0.6379904374600026,0.7905277597000767,True,22
50.6347393989563,0.6295635085312853,0.7126042868417851,True,21
50.612940073013306,0.6782594054851023,0.8330664371672671,True,22
48.9365119934082,0.6632113570488303,0.8288287589609912,True,22
47.95023727416992,0.7298329831621496,0.7834429136627948,True,22
41.4937002658844,0.6169665202282701,0.709375549392999,True,17
52.88673281669617,0.7069258202397467,0.8380597137854414,True,22
38.17711162567139,0.6300762911248073,0.7465224174095099,True,15
52.56077003479004,0.688200816830918,0.7917083037550157,True,23
54.4868369102478,0.6698297824495287,0.7848384784640104,True,24
57.390642404556274,0.6003558448154978,0.7352735967810425,True,25
51.1109414100647,0.7032468565514624,0.794518882984338,True,24
55.00720500946045,0.6716431769845452,0.8195068734710059,True,25
43.989354848861694,0.6081168093534463,0.7827675863054131,True,19
26.860960245132446,0.7533873763907916,0.841397588727158,True,10
46.29934310913086,0.703818743923196,0.7501359708881475,True,21
53.01662755012512,0.5969185198628026,0.7413549874852725,True,22
45.49922966957092,0.6573104711348681,0.7625988868804806,True,19
51.59205865859985,0.6784463558012115,0.771899737954461,True,23
48.40714240074158,0.7218293041545361,0.8046015258766986,True,22
45.35185742378235,0.6550224844859313,0.8263277759956283,True,20
41.829704999923706,0.683583348753585,0.7822911776679228,True,18
44.48154330253601,0.5866671316176276,0.6909396881992216,True,19
41.96984362602234,0.6700693812607899,0.7888906146600975,True,18
49.42804145812988,0.5758433886529118,0.6636617164525197,True,21
48.450708866119385,0.6621713348011529,0.7775437357497526,True,22
52.55424761772156,0.6941049808399783,0.8443024601107288,True,23
54.80644655227661,0.7108098961102157,0.7721749157230776,True,25
47.809577226638794,0.7181629994779596,0.8106102244570345,True,22
43.418593883514404,0.6775088347988831,0.809435679071512,True,19
48.7362847328186,0.6293201464422636,0.7637748945074658,True,22
55.97671318054199,0.6655833124069312,0.7781376891846362,True,25
48.87303972244263,0.6961300283527434,0.8513555789152379,True,22
47.83832287788391,0.6265683913693372,0.7453288155836981,True,21
51.03129029273987,0.6549049359932153,0.774234555962816,True,22
47.337981939315796,0.6937064280067232,0.7993460637716048,True,21
41.930513858795166,0.6448315300068284,0.8303380000550208,True,18
48.30475878715515,0.7258038818557155,0.8507230447945562,True,22
52.71475338935852,0.593877635107228,0.7509998104459877,True,23
39.21201419830322,0.6130633452458968,0.7337903396834676,True,16
48.822983741760254,0.6512355028099361,0.8034319560578991,True,22
46.26756739616394,0.6743692640809772,0.8488276819463344,True,20
35.02502965927124,0.7384165338167011,0.8276302107871527,True,15
46.18657851219177,0.66641539125446,0.8099628156299785,True,20
43.85055065155029,0.7172612470895876,0.7876061225475377,True,20
48.328667640686035,0.7291116831540441,0.8802502940370057,True,22
47.108880043029785,0.6914642821662519,0.8169905087206392,True,21
48.83444094657898,0.6805650541036702,0.8659395580544353,True,22
54.465718507766724,0.6681603522166798,0.8317036105739817,True,22
44.02747845649719,0.6931255246929336,0.8035133476483837,True,19
51.988767862319946,0.6689929210621847,0.7676208561132731,True,23
48.29670476913452,0.6788301532205174,0.7802114474542997,True,21
45.14995741844177,0.7212216277553848,0.8160098174343949,True,20
46.73843789100647,0.7036267405071458,0.7467256404776161,True,21
51.9940140247345,0.644300475100944,0.7723174916066212,True,23
45.757930278778076,0.6795361490028405,0.7481020055984102,True,22
42.16291308403015,0.6849903804293451,0.8333703560453748,True,20
51.71051597595215,0.7249863300207668,0.81492214544071,True,23
39.631418228149414,0.6953965865215773,0.7917545651359026,True,17
50.52893400192261,0.7083306942873631,0.7942902541969062,True,24
47.579561710357666,0.5786764942476922,0.7535132727683571,True,22
49.071961879730225,0.6388907094890608,0.7911702955251105,True,24
53.297017097473145,0.6094945132397026,0.7281773071141278,True,25
52.133750915527344,0.6655722715911371,0.7929779216562902,True,24
47.34985637664795,0.6749284192886552,0.8084148289363225,True,22
41.41285467147827,0.7289379802308849,0.847439722496708,True,18
44.33094835281372,0.7098655165768307,0.8035864525237145,True,19
43.461227893829346,0.6803571919648068,0.7471630284331406,True,19
49.700949907302856,0.6772102892808498,0.7366498356199834,True,24
48.72646236419678,0.653467158137067,0.8198917363593111,True,22
44.852850914001465,0.6755021178308973,0.8286663348725132,True,20
41.716795682907104,0.6212246877514689,0.6671892864011422,True,19
37.699052810668945,0.6618354375865719,0.7379273200113312,True,16
41.29882216453552,0.7163736186053814,0.8414123833555324,True,20
43.03057670593262,0.7085037932392325,0.8248280260031268,True,20
57.82790780067444,0.6652660778072121,0.766834287402741,True,24
44.23277521133423,0.6918111637366845,0.8052097808497293,True,19
49.264288902282715,0.6309558298551338,0.7999395278354944,True,24
43.26440620422363,0.6882900785166302,0.8789492550555812,True,22
37.21950078010559,0.6696186385667692,0.833536840277847,True,17
